time,left,front,u,Xi,desired
8328.330,367.706375,69.180515,-1.500000,-5.283842,363.399038
8328.361,373.163722,71.057722,-1.500000,-10.457455,363.713947
8328.395,353.910505,67.213719,1.500000,9.110526,364.063298
8328.433,349.973314,74.552771,1.500000,13.388116,364.441099
8328.470,346.844261,70.406564,1.500000,16.856639,364.817869
8328.502,343.306981,69.874560,1.500000,20.678740,365.133986
8328.534,357.765762,67.804346,1.500000,6.501267,365.446203
8328.565,369.395603,70.251078,-1.500000,-4.860022,365.744263
8328.595,357.583475,65.632959,1.500000,7.209731,366.030195
8328.625,355.686430,65.003356,1.500000,9.370492,366.322888
8328.657,390.790614,65.250060,-1.500000,-25.464880,366.621237
8328.689,375.577567,71.607246,-1.500000,-9.983033,366.919572
8328.722,372.173074,67.999962,-1.500000,-6.301982,367.226517
8328.770,377.687934,65.234102,-1.500000,-11.422709,367.663957
8328.803,364.363683,67.146115,1.119513,2.166577,367.958114
8328.836,375.505931,61.999698,-1.500000,-8.712429,368.250280
8328.871,361.247288,67.784777,1.500000,5.816854,368.550658
8328.898,382.826212,72.087312,-1.500000,-15.546553,368.789854
8328.926,369.017499,65.768762,-1.500000,-1.526691,369.024204
8328.956,361.315738,66.839802,1.500000,6.408156,369.282901
8328.988,350.684601,65.937100,1.500000,17.277596,369.547388
8329.022,372.635561,66.658772,-1.500000,-4.414777,369.834388
8329.058,365.657259,64.445913,1.500000,2.827871,370.127780
8329.091,365.210447,65.736144,1.500000,3.511021,370.390086
8329.126,380.253764,64.966964,-1.500000,-11.283025,370.666747
8329.155,371.903909,73.166170,-1.500000,-2.729553,370.892738
8329.187,354.276010,73.372548,1.500000,15.120138,371.138900
8329.221,374.044044,62.526715,-1.500000,-4.413049,371.399550
8329.247,358.394525,67.392413,1.500000,11.409797,371.591922
8329.286,369.448514,65.634696,1.500000,0.617066,371.881887
8329.317,368.267331,66.979154,1.500000,2.003399,372.109579
8329.346,370.229716,63.686283,1.500000,0.232422,372.322018
8329.383,374.748677,65.834152,-1.500000,-4.052798,372.581442
8329.415,383.309952,70.006236,-1.500000,-12.414356,372.803103
8329.452,389.248181,69.652987,-1.500000,-18.124404,373.056357
8329.478,359.644295,65.419352,1.500000,11.641041,373.235667
8329.512,369.368682,68.843303,1.500000,2.117488,373.458569
8329.542,395.764557,70.244734,-1.500000,-24.101379,373.655026
8329.573,388.717227,64.785243,-1.500000,-16.871510,373.857621
8329.606,391.634697,67.696990,-1.500000,-19.604365,374.062521
8329.639,370.727148,66.313173,0.300818,1.489037,374.268796
8329.673,382.032367,68.300893,-1.500000,-9.625574,374.480348
8329.708,373.420941,66.421416,-1.500000,-0.827087,374.687961
8329.744,367.638929,61.968642,1.500000,5.146897,374.901028
8329.774,344.298164,70.519454,1.500000,28.642998,375.073431
8329.807,366.482315,63.439454,1.500000,6.622979,375.255598
8329.833,365.756888,67.568133,1.500000,7.482216,375.404111
8329.868,357.200040,68.577054,1.500000,16.208790,375.592486
8329.896,386.714739,64.331531,-1.500000,-13.168688,375.744785
8329.930,372.461091,70.355792,-0.151704,1.244071,375.921378
8329.966,373.805114,68.451776,-0.001944,0.067018,376.106695
8330.002,357.358395,68.026125,1.500000,16.674430,376.285044
8330.035,380.644118,66.727418,-1.500000,-6.469099,376.442862
8330.064,366.696597,67.719792,1.500000,7.606112,376.584582
8330.095,373.709950,62.771069,1.500000,0.722102,376.728138
8330.123,414.210564,67.593389,-1.500000,-39.663963,376.855273
8330.159,392.834162,68.498745,-1.500000,-18.142431,377.016349
8330.190,380.219743,69.217797,-1.500000,-5.406820,377.150858
8330.221,407.037138,64.728414,-1.500000,-32.106501,377.281506
8330.256,396.254446,63.683729,-1.500000,-21.196762,377.422513
8330.290,374.209011,69.229895,-0.325320,0.970853,377.558118
8330.325,386.951758,67.329457,-1.500000,-11.647276,377.696428
8330.357,358.381530,68.405439,1.500000,17.031392,377.816784
8330.399,372.108090,68.065775,1.500000,3.439701,377.966471
8330.431,376.421196,69.861625,0.566649,-0.771133,378.079981
8330.455,366.135526,70.656378,1.500000,9.586551,378.159909
8330.487,388.865123,69.273879,-1.500000,-13.047981,378.265418
8330.511,377.360210,71.445491,-1.500000,-1.473086,378.343090
8330.536,367.945244,67.533628,1.500000,8.013579,378.422667
8330.569,378.420008,65.810936,-1.210983,-2.371812,378.521860
8330.601,375.257683,69.342985,-0.293500,0.875057,378.615693
8330.634,360.386869,66.189860,1.500000,15.827639,378.706446
8330.672,364.492592,63.040240,1.500000,11.813174,378.807731
8330.708,385.595345,66.758980,-1.500000,-9.206288,378.900174
8330.736,342.885869,61.099582,1.500000,33.563342,378.966937
8330.769,369.765425,69.948756,1.500000,6.753278,379.044066
8330.793,385.410061,70.237550,-1.500000,-8.842619,379.098159
8330.827,360.076019,64.574986,1.500000,16.556510,379.170399
8330.857,372.608417,62.704163,1.500000,4.077253,379.229378
8330.888,392.822432,63.333834,-1.500000,-16.082828,379.289239
8330.922,391.742878,65.796716,-1.500000,-14.948178,379.350389
8330.954,385.935742,64.602774,-1.500000,-9.092732,379.404006
8330.988,387.773322,69.874377,-1.500000,-10.882354,379.457234
8331.021,374.050440,66.411514,1.500000,2.882958,379.504327
8331.055,366.647795,64.152085,1.500000,10.326306,379.549501
8331.081,384.994601,64.923184,-1.500000,-7.991002,379.582242
8331.118,378.392081,70.241002,-1.500000,-1.351624,379.623148
8331.150,356.947285,69.182638,1.500000,20.121564,379.654661
8331.182,358.499615,67.822417,1.500000,18.595186,379.683464
8331.216,381.973175,64.620123,-1.500000,-4.854806,379.709621
8331.246,377.465359,65.054336,-1.500000,-0.328896,379.729704
8331.278,358.095782,61.035604,1.500000,19.056554,379.747321
8331.310,369.437230,70.461032,1.500000,7.727921,379.761544
8331.344,393.446610,67.664001,-1.500000,-16.271220,379.772907
8331.377,390.011149,59.000470,-1.500000,-12.829400,379.779966
8331.415,364.057305,71.565223,1.500000,13.127741,379.783625
8331.449,381.561845,71.179882,-1.500000,-4.377687,379.782640
8331.481,344.911155,68.915822,1.500000,32.269050,379.778252
8331.509,357.306642,68.981658,1.500000,19.867337,379.771342
8331.537,376.148822,66.636439,1.500000,1.016631,379.761879
8331.569,379.234782,66.697600,-1.017455,-2.082115,379.747688
8331.600,379.239071,65.017498,-1.500000,-2.101938,379.730448
8331.632,365.040220,63.480834,1.500000,12.078197,379.709675
8331.668,376.588666,65.040534,1.500000,0.504783,379.681964
8331.705,382.014104,63.342137,-1.500000,-4.950373,379.648980
8331.738,364.262713,68.475634,1.500000,12.770989,379.615652
8331.785,387.465346,61.140443,-1.500000,-10.480614,379.561301
8331.815,376.188123,69.414901,-0.733545,0.762547,379.523497
8331.843,370.646933,69.686932,1.500000,6.268354,379.484226
8331.874,402.336773,66.966735,-1.500000,-25.462226,379.439008
8331.904,384.925957,64.637830,-1.500000,-8.093609,379.392173
8331.933,361.724807,72.058089,1.500000,15.063698,379.343513
8331.966,384.911075,69.409078,-1.500000,-8.175145,379.285161
8331.999,383.520283,60.152702,-1.500000,-6.840939,379.222357
8332.034,375.479982,70.692563,-0.124583,1.136981,379.153122
8332.070,381.812997,69.749143,-1.500000,-5.265508,379.076015
8332.106,358.528045,65.008739,1.500000,17.947405,378.996060
8332.136,363.909126,69.289048,1.500000,12.501684,378.924317
8332.164,364.159855,70.436575,1.500000,12.189478,378.856085
8332.195,375.415802,68.561265,1.500000,0.864424,378.779385
8332.225,373.915466,70.422537,1.500000,2.291839,378.698452
8332.257,373.032309,64.067258,1.500000,3.097493,378.612433
8332.296,382.206853,65.848157,-1.500000,-6.177293,378.501177
8332.322,382.893247,65.069117,-1.500000,-6.932129,378.425214
8332.361,381.917823,66.757108,-1.500000,-6.064061,378.306062
8332.395,378.512003,66.765627,-1.500000,-2.755575,378.198034
8332.429,375.835740,68.032300,-1.500000,-0.182410,378.083606
8332.463,360.724347,73.121341,1.500000,14.827663,377.971155
8332.494,356.954404,63.901044,1.500000,18.499024,377.861741
8332.525,372.266730,67.433967,1.500000,3.084245,377.748031
8332.556,380.597630,69.124875,-1.500000,-5.348647,377.634832
8332.587,373.026757,66.274165,0.902035,2.116131,377.517079
8332.627,376.922894,68.708312,-1.294101,-1.919913,377.361800
8332.661,369.718911,66.829130,1.500000,5.159875,377.223957
8332.697,381.561250,67.023747,-1.500000,-6.814715,377.077176
8332.723,383.671481,69.547055,-1.500000,-9.024188,376.967028
8332.753,358.331956,66.126824,1.500000,16.199355,376.838303
8332.784,375.663994,66.242411,0.134627,-1.258204,376.698991
8332.814,369.104915,66.151452,1.500000,5.181223,376.566191
8332.846,374.222643,63.428857,1.487225,-0.068232,376.419990
8332.877,384.432132,70.963083,-1.500000,-10.409263,376.273995
8332.911,364.813929,66.697700,1.500000,9.061160,376.109976
8332.944,380.718272,66.449416,-1.500000,-6.989764,375.947289
8332.980,376.763468,70.134707,-1.500000,-3.196997,375.767449
8333.018,375.523205,61.710840,-1.500000,-2.129745,375.575428
8333.051,365.418137,70.745798,1.500000,7.818006,375.400825
8333.085,375.514410,65.056549,-1.289616,-2.436888,375.224774
8333.113,380.358394,63.466522,-1.500000,-7.419502,375.070913
8333.144,362.606623,67.709076,1.500000,10.178136,374.899843
8333.175,358.625735,70.951003,1.500000,14.002970,374.726642
8333.207,358.113483,66.417836,1.500000,14.350992,374.544367
8333.246,373.277548,65.960581,0.275607,-1.011995,374.323588
8333.278,375.564553,66.252325,-1.500000,-3.470022,374.133775
8333.325,362.676371,65.822308,1.500000,9.165138,373.852951
8333.350,374.674394,70.109678,-1.500000,-2.970801,373.699882
8333.383,363.331729,62.255106,1.500000,8.190322,373.498391
8333.411,379.512386,64.896879,-1.500000,-8.148297,373.323074
8333.438,364.999561,72.515508,1.500000,6.210432,373.152045
8333.465,382.720576,69.156181,-1.500000,-11.665699,372.979886
8333.496,374.009735,71.983674,-1.500000,-3.140452,372.773900
8333.531,374.755402,69.753663,-1.500000,-4.089164,372.548544
8333.564,363.250417,64.864626,1.500000,7.216914,372.327781
8333.601,366.141061,66.350599,1.500000,4.095850,372.072043
8333.632,378.753668,70.323641,-1.500000,-8.707458,371.860389
8333.672,365.759484,65.410056,1.500000,4.039847,371.586384
8333.700,375.399865,68.448587,-1.500000,-5.781873,371.385119
8333.730,374.230592,64.895984,-1.500000,-4.804656,371.171961
8333.760,357.032093,69.855374,1.500000,12.197192,370.953701
8333.788,358.842149,70.380064,1.500000,10.202288,370.748543
8333.823,368.106038,65.406410,1.500000,0.712205,370.497495
8333.856,379.965739,72.024173,-1.500000,-11.374476,370.245575
8333.892,372.858423,67.163172,-1.500000,-4.507823,369.978469
8333.925,386.691141,70.132418,-1.500000,-18.572501,369.721021
8333.957,360.374517,58.643330,1.500000,7.524395,369.477150
8333.994,364.494735,61.827748,1.500000,3.147715,369.192508
8334.025,376.365045,63.304365,-1.500000,-8.944824,368.945862
8334.055,363.538085,66.289823,1.500000,3.665490,368.705411
8334.084,376.768585,68.907419,-1.500000,-9.774221,368.473213
8334.113,368.549080,73.209184,-1.500000,-1.770945,368.233224
8334.148,351.165387,65.068677,1.500000,15.359302,367.951930
8334.181,371.032332,73.674936,-1.500000,-4.752251,367.680445
8334.213,369.278865,65.164776,-1.500000,-3.244348,367.407899
8334.246,357.860928,67.734045,1.500000,7.925633,367.132698
8334.281,341.339793,65.974859,1.500000,24.177746,366.834117
8334.314,359.268936,72.378018,1.500000,5.989980,366.547076
8334.346,360.974863,68.794170,1.500000,4.038752,366.274822
8334.376,372.349224,67.861292,-1.500000,-7.575872,366.008160
8334.409,361.963786,63.173394,1.431271,2.554120,365.724646
8334.438,348.795215,65.479632,1.500000,15.484116,365.459857
8334.474,375.175537,61.864346,-1.500000,-11.187519,365.136535
8334.510,373.221131,64.860335,-1.500000,-9.522628,364.815209
8334.544,368.370717,64.343499,-1.500000,-4.951837,364.504861
8334.582,373.238216,67.270137,-1.500000,-10.130769,364.159209
8334.610,341.927756,65.670009,1.500000,20.939600,363.892737
8334.644,360.916309,64.584753,1.500000,1.671585,363.582568
8334.670,361.245828,67.272060,1.500000,1.117470,363.333294
8334.704,360.630289,61.474810,1.500000,1.442050,363.010365
8334.735,376.663271,66.011845,-1.500000,-14.856900,362.715174
8334.765,362.624201,67.825042,-1.500000,-1.076175,362.428442
8334.799,372.175721,72.784765,-1.500000,-10.917525,362.106766
8334.831,371.782974,67.981012,-1.500000,-10.805718,361.794957
8334.866,359.095396,72.093194,0.403568,1.574071,361.453349
8334.904,344.500685,73.602578,1.500000,15.829369,361.076642
8334.933,348.493841,69.095019,1.500000,11.572538,360.783995
8334.968,368.346312,65.086130,-1.500000,-8.597582,360.431442
8334.995,355.790108,63.093426,1.500000,3.722426,360.169294
8335.029,374.780037,63.732000,-1.500000,-15.581528,359.820766
8335.057,371.712465,66.027892,-1.500000,-12.774797,359.531263
8335.089,358.130568,65.452631,-0.871256,0.519044,359.211557
8335.120,346.783692,67.163806,1.500000,11.577338,358.891265
8335.155,364.353669,72.047558,-1.500000,-6.320904,358.526932
8335.189,348.424676,68.458011,1.500000,9.285456,358.168847
8335.225,340.403734,72.600324,1.500000,16.974149,357.800093
8335.255,353.096656,66.554739,1.500000,3.994350,357.481694
8335.284,347.413990,68.288328,1.500000,9.395364,357.169094
8335.315,367.666799,71.376642,-1.500000,-11.150053,356.844336
8335.348,365.191347,66.266047,-1.500000,-8.991316,356.492820
8335.383,358.451944,64.228999,-1.500000,-2.596374,356.110510
8335.416,328.921576,65.257753,1.500000,26.619114,355.761032
8335.448,352.358324,68.726142,1.500000,2.871086,355.415550
8335.479,365.452991,64.748615,-1.500000,-10.535250,355.069635
8335.512,361.491828,69.121032,-1.500000,-6.898788,354.709256
8335.545,338.452150,66.894815,1.500000,15.817555,354.350393
8335.580,342.840254,69.348505,1.500000,11.080649,353.963265
8335.610,359.437801,60.677860,-1.500000,-5.824390,353.621988
8335.641,358.474538,68.194820,-1.500000,-5.164998,353.284727
8335.675,354.546713,68.770642,-1.500000,-1.589887,352.893258
8335.707,333.486314,72.012539,1.500000,19.149002,352.536422
8335.739,361.812728,67.689374,-1.500000,-9.504721,352.173149
8335.771,334.830661,62.848625,1.500000,17.157569,351.818235
8335.803,345.329910,69.379068,1.500000,6.325729,351.449100
8335.837,343.077150,63.235023,1.500000,8.229055,351.061270
8335.871,347.534590,59.078310,1.500000,3.415213,350.665708
8335.905,342.961294,67.225140,1.500000,7.641611,350.280694
8335.939,362.952681,70.673280,-1.500000,-12.712326,349.878308
8335.974,363.151651,67.071877,-1.500000,-13.272488,349.477429
8336.001,347.957969,62.926927,0.480260,1.637541,349.162608
8336.028,357.841103,63.916019,-1.500000,-8.531930,348.844810
8336.060,350.394603,67.331506,-1.500000,-1.429583,348.462842
8336.097,375.081133,69.128939,-1.500000,-26.499197,348.037664
8336.134,350.379803,69.807457,-1.500000,-2.196205,347.595559
8336.169,335.320691,68.622221,1.500000,12.490096,347.181783
8336.202,343.649920,64.248432,1.500000,3.800722,346.782067
8336.231,349.048303,69.896206,-0.810037,-1.910459,346.434898
8336.261,342.293836,66.726233,1.500000,4.522425,346.077981
8336.295,348.398167,67.405760,-0.730626,-1.944484,345.675564
8336.332,340.823138,66.187397,1.500000,5.226682,345.227326
8336.363,351.008638,68.826333,-1.500000,-5.295355,344.853810
8336.393,338.361966,72.271685,1.500000,7.026547,344.493355
8336.427,351.555274,75.666660,-1.500000,-6.537077,344.082350
8336.457,343.992499,69.409885,-0.825619,0.686349,343.705713
8336.487,343.113466,68.850748,0.706686,1.237700,343.342027
8336.520,330.799648,68.818679,1.500000,13.189693,342.940446
8336.554,352.633694,64.467006,-1.500000,-9.022733,342.520489
8336.583,332.962725,71.172949,1.500000,10.333216,342.170856
8336.620,342.500130,65.566909,1.500000,0.377900,341.707025
8336.650,347.925237,62.701567,-1.500000,-5.379363,341.338372
8336.683,343.577833,67.171710,-1.500000,-1.395316,340.935092
8336.712,335.142842,59.572801,1.500000,6.714901,340.574631
8336.741,343.645956,66.777325,-0.896339,-2.111417,340.215914
8336.772,336.136759,70.424471,1.500000,5.049867,339.829773
8336.805,346.895484,62.521906,-1.500000,-6.073603,339.424951
8336.840,339.169094,61.904017,-0.133846,1.258850,338.987730
8336.872,333.947917,63.376335,1.500000,6.118495,338.586473
8336.909,335.478658,69.980681,1.500000,4.164360,338.116557
8336.938,358.359954,62.743106,-1.500000,-19.041110,337.756763
8336.975,347.791792,66.482025,-1.500000,-8.897206,337.285889
8337.004,335.977336,64.131003,1.500000,2.593927,336.927039
8337.030,334.354197,66.644137,1.500000,3.919140,336.596379
8337.060,363.430654,68.227450,-1.500000,-25.494755,336.221864
8337.095,338.167157,69.890987,-1.500000,-0.635343,335.773378
8337.131,336.337938,65.126708,-0.548920,0.785805,335.320469
8337.167,337.008112,68.328433,-0.853051,-0.291465,334.868643
8337.206,333.288776,70.799303,1.500000,2.983012,334.374904
8337.238,326.023233,59.519059,1.500000,9.880595,333.966513
8337.274,340.058909,63.803778,-1.500000,-4.573363,333.502271
8337.302,335.994283,68.703634,-1.500000,-0.822367,333.154180
8337.333,326.357905,65.672736,1.500000,8.458108,332.759170
8337.361,349.772603,67.280733,-1.500000,-15.277828,332.402635
8337.394,318.077904,73.981751,1.500000,16.036591,331.980572
8337.430,328.308485,62.124535,1.500000,5.395884,331.525382
8337.466,342.733942,71.525404,-1.500000,-9.451331,331.057282
8337.505,327.102960,65.574816,1.500000,5.737778,330.566856
8337.534,332.763522,65.805386,1.340833,-0.259964,330.192628
8337.565,346.069689,61.211742,-1.500000,-13.924322,329.795079
8337.593,350.517414,66.220343,-1.500000,-18.691786,329.440209
8337.626,335.745017,58.893902,-1.500000,-4.300532,329.017186
8337.653,334.748309,63.504815,-1.500000,-3.620920,328.665249
8337.686,322.298642,70.501605,1.500000,8.454889,328.250312
8337.722,322.896567,71.690895,1.500000,7.435367,327.782391
8337.757,325.034860,68.840922,1.500000,4.898904,327.340471
8337.791,333.036850,68.128649,-1.500000,-3.494576,326.905964
8337.821,323.727261,65.684792,1.500000,5.463673,326.516019
8337.847,332.218270,64.530603,-1.500000,-3.322217,326.188737
8337.878,323.018408,65.251947,1.500000,5.520477,325.792324
8337.912,320.115141,70.002853,1.500000,8.022574,325.347075
8337.957,341.707448,68.602320,-1.500000,-14.080336,324.780369
8337.987,331.140559,69.435486,-1.500000,-3.868577,324.386218
8338.017,336.340926,61.029891,-1.500000,-9.414386,324.002819
8338.048,312.732525,65.890691,1.500000,13.840390,323.610338
8338.078,319.224261,67.156561,1.500000,7.007063,323.231214
8338.110,333.563989,70.306467,-1.500000,-7.700944,322.822470
8338.140,311.013433,68.308135,1.500000,14.504872,322.439849
8338.179,327.387572,67.518290,-1.146577,-2.318510,321.941245
8338.214,321.262382,65.035255,1.500000,3.395215,321.484569
8338.241,343.032131,73.913274,-1.500000,-18.683326,321.141848
8338.274,329.541108,63.533561,-1.500000,-5.564528,320.728724
8338.306,305.581073,62.002284,1.500000,18.028842,320.321770
8338.334,318.246157,67.321933,1.500000,5.035166,319.957073
8338.369,339.447502,70.757328,-1.500000,-16.562870,319.516795
8338.402,328.141264,71.155268,-1.500000,-5.636590,319.095088
8338.441,326.359116,62.153460,-1.500000,-4.294522,318.606652
8338.476,315.657135,65.757375,1.500000,6.006887,318.162066
8338.505,314.551086,68.209605,1.500000,6.781072,317.793738
8338.543,323.930144,70.214372,-1.500000,-3.028770,317.315620
8338.573,311.478838,69.561780,1.500000,9.080716,316.936242
8338.598,312.046417,67.222491,1.500000,8.226159,316.617731
8338.632,319.241434,65.446586,1.500000,0.655408,316.200712
8338.660,329.471978,68.803665,-1.500000,-9.899778,315.840399
8338.693,310.718999,61.268648,1.500000,8.483657,315.430251
8338.726,333.430809,66.176590,-1.500000,-14.600189,315.017336
8338.763,328.164627,71.145096,-1.500000,-9.748826,314.556938
8338.799,323.709757,70.620015,-1.500000,-5.698779,314.107634
8338.831,316.730596,72.063682,-0.390189,0.917169,313.704511
8338.867,310.086017,64.453232,1.500000,7.161752,313.260564
8338.893,311.111009,66.338641,1.500000,5.847502,312.939524
8338.921,325.801151,65.417553,-1.500000,-9.161749,312.585352
8338.953,306.174264,66.429577,1.500000,10.110313,312.191540
8338.983,323.045774,68.956726,-1.500000,-7.095618,311.820373
8339.018,317.328771,68.831237,-1.500000,-1.771624,311.384181
8339.053,307.452039,69.735341,1.500000,7.727810,310.965426
8339.085,308.861990,72.726148,1.500000,5.958641,310.566738
8339.121,311.869500,59.860269,1.500000,2.557973,310.130381
8339.153,322.934884,61.874451,-1.500000,-8.868316,309.729820
8339.186,317.722051,73.117168,-1.500000,-4.008392,309.338134
8339.216,308.722697,68.329460,1.500000,4.654882,308.965126
8339.244,316.900228,64.561960,-1.500000,-3.826709,308.627657
8339.283,319.582218,67.416614,-1.500000,-6.934195,308.155408
8339.311,309.168183,71.902213,1.500000,3.174400,307.816408
8339.345,316.399332,68.748736,-1.500000,-4.426798,307.405699
8339.376,317.450330,70.221274,-1.500000,-5.803002,307.044759
8339.406,295.551338,64.295506,1.500000,15.768271,306.681031
8339.439,298.119536,66.405829,1.500000,12.843713,306.285516
8339.470,304.957683,62.814466,1.500000,5.672698,305.916071
8339.502,306.762132,69.520516,1.500000,3.525208,305.535338
8339.535,315.842506,64.521291,-1.500000,-5.904540,305.147577
8339.567,307.681529,65.707966,0.656944,1.913297,304.766732
8339.600,313.544404,62.936272,-1.500000,-4.294527,304.383881
8339.632,311.321246,60.785357,-1.500000,-2.414198,304.003383
8339.667,297.345844,72.464721,1.500000,11.199962,303.602449
8339.702,314.786660,73.101259,-1.500000,-6.615891,303.186203
8339.735,305.989053,67.719597,0.572440,1.843363,302.810673
8339.766,298.546869,66.240722,1.500000,8.964475,302.454322
8339.795,305.711603,66.331547,1.500000,1.496385,302.117634
8339.827,313.687917,66.569888,-1.500000,-6.808079,301.753428
8339.855,311.469739,68.245695,-1.500000,-4.883284,301.427808
8339.884,307.412677,67.788592,-1.500000,-1.122118,301.099400
8339.919,294.641404,67.705182,1.500000,11.288960,300.699628
8339.950,299.547412,69.291193,1.500000,6.070456,300.352794
8339.984,310.493023,66.768635,-1.500000,-5.229306,299.959730
8340.017,296.051066,72.503895,1.500000,8.885190,299.596290
8340.050,307.431181,63.520223,-1.500000,-2.828555,299.225999
8340.087,300.708296,68.995997,1.500000,3.520942,298.811585
8340.119,303.106689,69.179336,1.500000,0.807165,298.461547
8340.146,306.795096,69.601385,-1.500000,-3.151615,298.161466
8340.176,297.706908,70.445522,1.500000,5.635484,297.827294
8340.212,305.733930,68.082985,-1.500000,-2.750711,297.428656
8340.241,303.137722,70.578531,-1.500000,-0.435754,297.116503
8340.273,298.581385,69.317669,1.500000,3.806461,296.767865
8340.313,299.252835,68.290384,1.500000,2.747126,296.337361
8340.346,300.793215,65.986560,1.500000,0.884315,295.979501
8340.381,309.660359,59.935072,-1.500000,-8.320026,295.605252
8340.409,312.454486,65.364848,-1.500000,-11.384734,295.304941
8340.441,305.858292,67.618517,-1.500000,-5.091074,294.969165
8340.475,307.354566,70.810786,-1.500000,-6.913601,294.607064
8340.508,297.925628,69.892163,1.165552,2.204679,294.262271
8340.540,299.845662,66.763518,1.280781,-0.018437,293.925888
8340.576,299.629747,66.607058,1.115582,-0.140396,293.550889
8340.612,307.873822,64.450713,-1.500000,-8.718824,293.179799
8340.643,294.324839,69.454861,1.500000,4.543806,292.861981
8340.676,303.378127,69.921624,-1.500000,-4.810736,292.527627
8340.706,296.308315,66.326629,0.738751,1.981000,292.218995
8340.739,305.953920,68.308921,-1.500000,-7.960819,291.890234
8340.772,295.360068,72.470138,1.203658,2.332880,291.557101
8340.805,300.757307,63.281980,-1.500000,-3.365119,291.223295
8340.837,305.002845,66.911449,-1.500000,-7.901830,290.900127
8340.872,300.864405,67.995353,-1.500000,-4.074243,290.555118
8340.904,290.863357,64.887248,1.500000,5.642289,290.239342
8340.933,292.712832,65.776623,1.500000,3.540141,289.958905
8340.964,291.484182,68.913175,1.500000,4.499865,289.660430
8341.000,293.822839,62.250125,1.500000,1.844451,289.308867
8341.034,298.666379,74.657486,-1.500000,-3.290195,288.985776
8341.073,290.766701,67.074924,1.500000,4.272983,288.612302
8341.101,298.386745,67.800403,-1.500000,-3.590847,288.341730
8341.133,286.157791,72.406620,1.500000,8.366723,288.040526
8341.166,293.094619,73.523270,1.500000,1.157166,287.737831
8341.194,300.297331,65.521057,-1.500000,-6.277794,287.480063
8341.224,299.714196,64.282692,-1.500000,-5.948958,287.197823
8341.253,289.378859,68.561185,1.500000,4.143427,286.928176
8341.286,313.538647,65.478817,-1.500000,-20.284925,286.630102
8341.322,285.573916,55.834190,1.500000,7.389614,286.308024
8341.354,304.341157,66.252488,-1.500000,-11.640953,286.015765
8341.390,301.981599,66.155837,-1.500000,-9.571518,285.693763
8341.418,290.540373,63.799726,0.487068,1.643175,285.442339
8341.445,285.609842,65.974498,1.500000,6.359611,285.204720
8341.483,289.934473,67.096720,1.500000,1.739603,284.876888
8341.513,301.128629,65.438316,-1.500000,-9.692034,284.613313
8341.544,298.886436,64.644995,-1.500000,-7.691693,284.344887
8341.576,295.303854,68.292499,-1.500000,-4.350276,284.077223
8341.609,281.521331,63.560015,1.500000,9.179615,283.796832
8341.642,283.171177,69.456958,1.500000,7.279491,283.519055
8341.674,298.325657,66.077183,-1.500000,-8.119597,283.247570
8341.709,285.930943,62.456829,1.500000,4.016637,282.960688
8341.739,301.591601,71.271934,-1.500000,-11.869272,282.710687
8341.773,286.192406,65.658857,1.500000,3.281285,282.434729
8341.801,297.256898,65.853966,-1.500000,-7.990637,282.204508
8341.836,287.425672,68.936018,0.266843,1.590455,281.926889
8341.871,275.941057,59.110014,1.500000,12.822931,281.647046
8341.901,288.321922,65.975219,1.500000,0.230904,281.412682
8341.933,293.537603,72.277683,-1.500000,-5.210260,281.162423
8341.964,290.161738,69.252099,-1.500000,-2.051929,280.920987
8341.997,289.033426,72.397301,-1.500000,-1.152318,280.667157
8342.029,283.419965,65.978239,1.500000,4.240839,280.422646
8342.066,277.894000,69.287040,1.500000,9.518062,280.146572
8342.100,288.049859,64.404279,0.447406,-0.869817,279.889058
8342.134,295.276512,70.494632,-1.500000,-8.322710,279.637960
8342.164,291.896345,67.320801,-1.500000,-5.135710,279.423567
8342.195,279.145173,62.859234,1.500000,7.408133,279.193459
8342.225,290.410776,64.650274,-1.500000,-4.048788,278.981119
8342.256,276.858178,67.520744,1.500000,9.307644,278.763398
8342.288,286.010410,64.253296,1.500000,-0.051618,278.533621
8342.322,280.969666,64.092580,1.500000,4.779082,278.300497
8342.359,289.276766,64.105397,-1.500000,-3.760131,278.042880
8342.392,287.873970,65.383581,-1.500000,-2.557970,277.820199
8342.427,277.724780,71.054083,1.500000,7.373760,277.578845
8342.453,292.008689,67.590417,-1.500000,-7.062123,277.410173
8342.486,285.178411,65.742411,-1.500000,-0.427316,277.193224
8342.514,281.644981,61.471893,1.500000,2.939104,277.007864
8342.543,281.360803,70.109116,1.500000,3.051501,276.817207
8342.578,280.597793,63.168713,1.500000,3.613165,276.593739
8342.614,288.693916,69.636569,-1.500000,-4.685307,276.369156
8342.648,295.173168,56.705262,-1.500000,-11.359617,276.152665
8342.679,287.131113,70.594734,-1.500000,-3.485409,275.966375
8342.714,280.493363,63.664243,1.500000,2.960234,275.753160
8342.740,284.699410,65.301555,-0.021159,-1.387130,275.596316
8342.773,277.254979,68.901023,1.500000,5.879422,275.398891
8342.804,289.838231,69.383182,-1.500000,-6.870173,275.214271
8342.835,275.646998,66.951689,1.500000,7.158183,275.033498
8342.864,287.106272,67.310065,-1.500000,-4.448129,274.870303
8342.897,285.778992,60.717081,-1.500000,-3.292810,274.679447
8342.931,274.414037,65.358192,1.500000,7.904596,274.493488
