time,left,front,u,Xi,desired
1.892,375.112654,72.284253,1.500000,25.096099,388.045563
1.923,393.148621,67.145791,1.500000,7.229192,388.203564
1.954,421.547402,71.115718,-1.500000,-21.002647,388.359584
1.988,418.531704,70.783916,-1.500000,-17.811502,388.523553
2.021,401.314704,66.732181,-1.500000,-0.422609,388.684201
2.055,389.901719,69.138042,1.500000,11.157348,388.840249
2.088,384.034911,64.757829,1.500000,17.179917,388.985820
2.119,408.082505,67.222907,-1.500000,-6.722325,389.121664
2.151,410.297282,69.952815,-1.500000,-8.790453,389.258718
2.182,370.712616,66.402261,1.500000,30.933089,389.388509
2.215,400.141581,68.588564,1.500000,1.641618,389.517009
2.249,403.424874,65.588137,-0.310738,-1.498491,389.650825
2.283,403.621294,70.128875,-1.500000,-1.558067,389.778717
2.318,410.766069,65.954995,-1.500000,-8.567497,389.905207
2.348,397.343472,68.276774,1.500000,4.969310,390.011946
2.382,389.546051,69.636474,1.500000,12.888647,390.125886
2.413,397.955894,69.590507,1.500000,4.584604,390.224764
2.443,405.297638,67.865804,-1.500000,-2.654162,390.321006
2.475,398.693768,69.985274,1.500000,4.050852,390.415533
2.507,393.650542,66.608510,1.500000,9.194355,390.509250
2.539,402.318957,67.050748,1.500000,0.620138,390.597285
2.572,424.696988,62.157044,-1.500000,-21.663526,390.685478
2.605,414.614793,70.261861,-1.500000,-11.492735,390.768279
2.640,404.440137,65.911367,-1.500000,-1.228252,390.852229
2.671,380.559320,69.507561,1.500000,22.726617,390.921436
2.703,420.576993,66.645329,-1.500000,-17.218322,390.989412
2.735,398.062878,71.515152,1.500000,5.364449,391.053576
2.771,419.277905,66.627566,-1.500000,-15.776414,391.122889
2.803,430.084783,65.685340,-1.500000,-26.525002,391.177366
2.834,416.511530,66.871890,-1.500000,-12.897072,391.228465
2.862,412.221482,71.902908,-1.500000,-8.562305,391.270259
2.895,400.588804,67.677231,1.500000,3.118547,391.315281
2.927,407.210848,61.502859,-1.500000,-3.460140,391.355802
2.960,384.874592,65.964221,1.500000,18.915775,391.392866
2.991,381.076292,66.102628,1.500000,22.747960,391.424534
3.022,405.085986,63.674680,0.010899,-1.232309,391.452034
3.057,397.924327,70.334830,1.500000,5.956863,391.477748
3.091,403.836406,62.553753,1.500000,0.067114,391.498617
3.123,402.180785,63.983667,1.500000,1.739547,391.514329
3.154,429.514277,65.971957,-1.500000,-25.582078,391.525419
3.186,423.957693,68.314090,-1.500000,-20.017319,391.533060
3.218,391.382338,67.666804,1.500000,12.561660,391.536447
3.251,408.407800,66.300960,-1.500000,-4.464575,391.535725
3.284,394.665729,62.426240,1.500000,9.272049,391.530634
3.316,433.466887,65.015783,-1.500000,-29.538766,391.521609
3.351,420.608279,66.758273,-1.500000,-16.695484,391.507285
3.383,434.405638,61.462800,-1.500000,-30.511593,391.489762
3.414,417.121706,62.036761,-1.500000,-13.250179,391.468717
3.447,405.887973,70.274638,-1.500000,-2.044116,391.442857
3.479,379.683529,68.248984,1.500000,24.127892,391.412543
3.510,399.769009,60.261182,1.500000,4.007194,391.379629
3.543,400.032981,67.307272,1.500000,3.701770,391.340889
3.574,395.462586,63.562265,1.500000,8.228590,391.300164
3.608,397.618494,67.188077,1.500000,6.020359,391.251264
3.643,406.362238,66.407630,-1.500000,-2.782668,391.195860
3.679,398.952841,67.885169,1.500000,4.560652,391.134106
3.713,417.568682,70.681594,-1.500000,-14.122024,391.071643
3.747,414.456321,68.138461,-1.500000,-11.082368,391.003694
3.779,389.583384,64.472403,1.500000,13.718577,390.936412
3.809,391.600861,73.437872,1.500000,11.627412,390.867545
3.839,416.345592,69.493839,-1.500000,-13.191726,390.798006
3.871,404.698871,70.032973,-1.500000,-1.629783,390.718773
3.904,405.519229,63.440734,-1.500000,-2.544076,390.630984
3.936,400.429257,73.256961,1.464928,2.453683,390.544804
3.966,415.313751,64.886004,-1.500000,-12.525231,390.456560
4.001,384.507444,67.103870,1.500000,18.170033,390.352782
4.034,400.257298,68.072158,1.500000,2.309749,390.249577
4.066,404.536145,69.917302,-1.015239,-2.081527,390.144503
4.099,409.506840,67.240907,-1.500000,-7.169175,390.035201
4.132,427.008171,63.521868,-1.500000,-24.795247,389.918621
4.163,389.507665,59.044133,1.500000,12.583489,389.804816
4.194,401.320609,77.201096,1.500000,0.644940,389.687429
4.227,403.024325,68.552667,0.055523,-1.195379,389.559763
4.262,402.237836,68.697887,-0.796582,-0.559710,389.418809
4.294,425.679462,69.630979,-1.500000,-24.145614,389.283971
4.331,385.674813,69.555918,1.500000,15.690324,389.126296
4.363,409.816441,66.839044,-1.500000,-8.601491,388.985935
4.697,389.497989,66.448624,1.500000,9.876862,387.266216
4.732,386.776322,68.863059,1.500000,12.383669,387.065413
4.761,386.150344,73.902694,1.500000,12.818918,386.887160
4.791,393.237402,69.221325,1.500000,5.539426,386.707316
4.819,408.566276,70.748533,-1.500000,-9.978342,386.530780
4.848,431.419899,66.478889,-1.500000,-33.026495,386.348976
4.878,412.616397,62.103663,-1.500000,-14.430165,386.155358
4.910,411.243345,63.495674,-1.500000,-13.278506,385.948447
4.942,401.603842,64.217503,-1.500000,-3.864873,385.737354
4.975,383.810471,68.731948,1.500000,13.686936,385.511595
5.010,391.159447,62.776268,1.500000,6.076676,385.267405
5.046,371.114571,62.822275,1.500000,25.852347,385.015812
5.074,404.881251,73.916700,-1.500000,-8.130577,384.813714
5.108,395.164319,65.003544,-0.269641,1.320427,384.565183
5.139,375.691786,63.633485,1.500000,20.547961,384.336212
5.170,383.324962,67.143775,1.500000,12.663658,384.101515
5.202,399.270079,66.789236,-1.500000,-3.542452,383.857596
5.234,381.691476,64.581155,1.500000,13.771552,383.610307
5.267,397.211030,61.858199,-0.584404,-2.027222,383.349353
5.301,419.996329,64.497703,-1.500000,-25.097185,383.083312
5.338,403.758817,61.881733,-1.500000,-9.183853,382.780340
5.373,411.067441,70.476238,-1.500000,-16.801486,382.491547
5.404,402.796142,66.140514,-1.500000,-8.807890,382.232011
5.438,383.365683,62.677665,1.500000,10.316801,381.946246
5.470,402.472888,64.027733,-1.500000,-9.092786,381.663646
5.502,363.876880,71.296163,1.500000,29.212076,381.391547
5.534,382.969351,66.896895,1.500000,9.812541,381.104572
5.565,375.887840,64.819779,1.500000,16.597159,380.827102
5.599,384.472654,63.723255,1.500000,7.683979,380.520218
5.631,398.471486,63.610864,-1.500000,-6.633490,380.222426
5.665,377.964158,66.166490,1.500000,13.532450,379.903372
5.700,374.892718,69.456206,1.500000,16.255650,379.577914
5.757,414.215445,67.440199,-1.500000,-23.654107,379.029288
5.791,387.330232,69.361039,1.500000,2.878776,378.700008
5.821,402.262877,67.316394,-1.500000,-12.368154,378.406282
5.850,414.739148,69.837599,-1.500000,-25.157911,378.113305
5.879,401.187772,63.027279,-1.500000,-11.911734,377.828072
5.909,381.581118,66.297928,1.500000,7.361060,377.516054
5.938,402.829128,69.089449,-1.500000,-14.202887,377.220786
5.970,394.440491,67.984860,-1.500000,-6.169898,376.888405
6.004,374.646301,64.808158,1.500000,13.249481,376.538114
6.034,369.594507,68.187701,1.500000,17.957109,376.216463
6.067,387.205895,66.854801,1.461754,-0.031602,375.863825
6.100,373.604529,67.786001,1.500000,13.185191,375.504411
6.134,388.005875,66.707819,-0.442692,-1.611548,375.134886
6.167,412.274854,64.879390,-1.500000,-26.269094,374.771738
6.199,391.526352,65.461552,-1.500000,-5.897828,374.419181
6.231,406.801359,66.531239,-1.500000,-21.557539,374.059644
6.264,392.966978,64.555410,-1.500000,-8.122192,373.686716
6.299,373.900090,69.999972,1.500000,10.515532,373.285628
6.332,376.134207,63.022881,1.500000,7.862328,372.893958
6.363,351.915557,66.043888,1.500000,31.694720,372.532968
6.394,379.113917,62.711536,1.500000,4.111848,372.173612
6.426,390.478613,67.814158,-1.500000,-7.664644,371.788756
6.458,406.874466,66.358598,-1.500000,-24.464692,371.411003
6.491,390.451321,63.831985,-1.500000,-8.465418,371.014862
6.526,371.219833,71.933536,1.500000,10.303977,370.583000
6.558,382.512955,67.270301,0.172947,-1.400450,370.198603
6.590,369.228075,59.559454,1.500000,11.457065,369.799196
6.621,381.072952,68.063341,0.695802,-0.799193,369.414728
6.654,407.421405,71.292915,-1.500000,-27.588506,369.002709
6.686,388.923325,70.495221,-1.500000,-9.534059,368.588099
6.718,368.524851,68.832425,1.500000,10.427696,368.179951
6.752,394.703137,66.456586,-1.500000,-16.207619,367.752820
6.787,391.087544,69.047510,-1.500000,-13.079249,367.297472
6.817,378.142072,66.846168,-1.500000,-0.560655,366.898520
6.849,359.033690,71.299077,1.500000,18.109544,366.489003
6.878,362.072109,71.347858,1.500000,14.660014,366.104788
6.909,376.098308,64.951542,1.500000,0.191860,365.691745
6.943,365.933021,73.610254,1.500000,9.865540,365.232300
6.976,380.184366,71.632285,-1.500000,-4.858798,364.790251
7.008,373.137959,65.238647,0.210417,1.717716,364.351098
7.043,383.986065,71.199533,-1.500000,-9.636383,363.878207
7.074,392.615345,74.421141,-1.500000,-18.735518,363.439091
7.107,381.270080,68.311595,-1.500000,-7.878576,362.982714
7.139,352.235420,59.288715,1.500000,20.690771,362.547842
7.168,372.976555,67.258413,1.268903,-0.493451,362.133742
7.199,393.439947,69.320017,-1.500000,-21.418427,361.702355
7.230,359.350792,71.050963,1.500000,12.196448,361.259103
7.262,389.230793,73.455635,-1.500000,-18.173014,360.801663
7.296,337.651356,69.838877,1.500000,32.877850,360.307669
7.330,359.740179,68.142910,1.500000,10.265310,359.818215
7.362,357.123772,69.079175,1.500000,12.382048,359.351233
7.394,362.347748,61.085740,1.500000,6.660904,358.886591
7.427,382.304825,66.344637,-1.500000,-13.811350,358.405117
7.456,387.800299,61.225404,-1.500000,-19.774502,357.968034
7.490,371.657385,66.392194,-1.500000,-4.165653,357.468909
7.522,366.233687,70.967970,-0.600893,0.744038,356.988528
7.555,352.191820,68.536207,1.500000,14.260067,356.497091
7.591,372.633088,61.529740,-1.500000,-6.758933,355.957154
7.624,367.248233,66.089570,-1.500000,-1.915182,355.451449
7.653,359.179585,66.442624,1.500000,5.674328,355.003657
7.687,368.131559,66.195725,-1.500000,-3.823823,354.493211
7.715,359.995932,67.819583,1.500000,3.839441,354.051750
7.747,356.167383,66.644175,1.500000,7.148187,353.565953
7.778,359.230050,65.859918,1.500000,3.558966,353.073847
7.810,374.126984,67.043435,-1.500000,-11.869374,352.577205
7.842,351.198292,65.451254,1.500000,10.518139,352.071432
7.879,359.642859,63.906447,1.500000,1.456409,351.494643
7.916,380.693335,67.522483,-1.500000,-20.218883,350.910702
7.949,368.388803,72.983908,-1.500000,-8.472188,350.389359
7.978,371.876467,64.709388,-1.500000,-12.457978,349.923822
8.008,349.487087,66.054150,1.500000,9.419884,349.445767
8.043,357.639784,70.538432,1.500000,0.662452,348.880594
8.075,349.106215,65.737726,1.500000,8.643416,348.364141
8.111,378.351039,64.876061,-1.500000,-21.226562,347.779886
8.143,385.087743,70.063857,-1.500000,-28.527593,347.252476
8.175,378.444055,63.905919,-1.500000,-22.445864,346.727282
8.207,373.300108,70.136763,-1.500000,-17.865634,346.200442
8.238,366.381714,64.561337,-1.500000,-11.497484,345.686196
8.270,327.620633,67.306117,1.500000,26.704503,345.163678
8.300,342.824316,66.646217,1.500000,10.962371,344.660455
8.334,346.918809,66.706541,1.500000,6.269705,344.101414
8.365,342.423373,69.023428,1.500000,10.203073,343.576118
8.401,360.849620,62.461745,-1.500000,-8.856435,342.984285
8.434,356.896300,69.165153,-1.500000,-5.504952,342.421820
8.467,351.560296,63.061330,-1.500000,-0.762621,341.866986
8.498,340.522791,70.294117,1.500000,9.702678,341.332214
8.530,345.837069,68.485924,1.500000,3.815700,340.796981
8.563,347.296513,67.879948,1.500000,1.747579,340.228123
8.595,354.409731,67.113561,-1.500000,-5.952792,339.679382
8.627,351.075064,72.261151,-1.500000,-3.195243,339.140020
8.660,334.820448,68.752744,1.500000,12.445308,338.566127
8.693,350.084305,69.186293,-1.500000,-3.433999,337.990940
8.727,352.753667,71.359894,-1.500000,-6.727791,337.407360
8.759,330.392131,73.130267,1.500000,15.041400,336.853767
8.791,341.258329,68.148992,1.500000,3.586433,336.303515
8.821,344.521726,69.594945,1.206924,-0.242495,335.774982
8.853,355.545908,60.423602,-1.500000,-11.857510,335.222802
8.886,348.199704,65.202268,-1.500000,-5.137452,334.637619
8.920,342.462844,66.375738,-1.500000,-0.034696,334.044998
8.952,339.421890,67.283396,1.401554,2.401236,333.479557
8.986,339.560579,65.675760,1.500000,1.608656,332.868444
9.018,341.129978,76.973531,0.848326,-0.549184,332.318499
9.048,338.847051,62.386580,1.500000,1.158471,331.780862
9.082,361.910088,71.028081,-1.500000,-22.555260,331.172737
9.112,342.367152,66.827645,-1.500000,-3.587798,330.634911
9.146,339.458990,66.041850,-1.500000,-1.331367,330.025816
9.178,334.939448,66.579353,1.500000,2.592149,329.468783
9.211,329.149070,65.486006,1.500000,7.734773,328.863404
9.248,344.740230,65.008969,-1.500000,-8.550437,328.214760
9.278,325.581590,63.005010,1.500000,10.020015,327.665051
9.310,335.196020,69.709729,1.500000,-0.207776,327.091816
9.342,333.501036,65.229414,1.500000,0.865163,326.510467
9.372,350.191034,69.684202,-1.500000,-16.407271,325.966134
9.402,348.728019,73.069137,-1.500000,-15.523620,325.424673
9.434,341.848362,71.190010,-1.500000,-9.260034,324.848905
9.467,337.058367,60.569614,-1.500000,-5.109171,324.251585
9.498,335.985861,68.105273,-1.500000,-4.643208,323.684722
9.534,313.540643,69.618634,1.500000,17.104123,323.032492
9.568,325.239531,63.579698,1.500000,4.742607,322.413213
9.601,321.287408,71.755342,1.500000,8.048442,321.809205
9.631,329.786135,62.682657,0.254126,-1.031018,321.266465
9.660,329.824389,65.749505,-1.500000,-1.645715,320.727733
9.690,330.068582,68.318307,-1.500000,-2.482369,320.174031
9.731,320.819528,65.808178,1.500000,5.977751,319.436709
9.763,316.261111,68.247951,1.500000,9.901701,318.843750
9.796,338.983350,66.917641,-1.500000,-13.464374,318.242034
9.826,323.655622,71.081321,-0.331564,1.269180,317.686731
9.855,319.255361,70.114382,1.500000,5.090919,317.146056
9.888,333.582724,73.271114,-1.500000,-9.883258,316.541556
9.917,323.765286,68.869114,-1.500000,-0.624893,316.019059
9.949,322.278317,67.062930,-1.218828,0.232644,315.430804
9.982,312.886291,76.239316,1.500000,8.971357,314.820232
10.013,312.919582,68.098434,1.500000,8.310978,314.234168
10.046,317.338442,60.788482,1.500000,3.256442,313.640078
10.083,324.132806,61.700963,-1.500000,-4.277063,312.949293
10.116,302.602584,69.218921,1.500000,16.591316,312.330748
10.149,316.918222,66.161425,1.500000,1.631922,311.729106
10.184,307.403807,67.062464,1.500000,10.449833,311.078168
10.216,333.375439,67.179864,-1.500000,-16.151433,310.489726
10.246,321.816706,63.556150,-1.500000,-5.185547,309.935662
10.278,323.574473,72.948933,-1.500000,-7.576978,309.343453
10.308,319.591750,66.295331,-1.500000,-4.191057,308.785695
10.342,311.737466,57.558784,1.500000,2.986606,308.153338
10.374,309.966917,69.267221,1.500000,4.122515,307.560217
10.407,333.324789,70.916427,-1.500000,-19.879417,306.958291
10.443,318.850005,68.748954,-1.500000,-6.110210,306.298873
10.475,305.535878,67.880229,1.500000,6.563206,305.700079
10.507,317.839052,66.688878,-1.500000,-6.377448,305.104303
10.540,301.113540,69.908852,1.500000,9.703078,304.501512
10.568,299.384192,67.253429,1.500000,10.880904,303.986071
10.598,317.046085,62.997274,-1.500000,-7.382502,303.423909
10.631,316.474613,64.433141,-1.500000,-7.463811,302.813834
10.663,302.253552,68.424880,1.500000,6.119979,302.218253
10.698,301.733639,72.693414,1.500000,5.962132,301.584833
10.734,305.866331,62.892275,1.500000,1.112008,300.914336
10.768,315.152371,66.769270,-1.500000,-8.848923,300.283596
10.801,321.040144,66.547840,-1.500000,-15.371947,299.689904
10.835,303.506333,66.409356,0.302792,1.491916,299.063784
10.868,300.092060,66.953188,1.500000,4.250919,298.451383
10.898,311.669970,70.430412,-1.500000,-7.921781,297.895504
10.930,308.730895,68.373101,-1.500000,-5.600664,297.317973
10.961,301.483088,65.831289,-0.238050,1.044322,296.754588
10.994,297.672147,64.743310,1.500000,4.197505,296.139861
11.026,299.798919,69.851209,1.500000,1.456090,295.565429
11.058,306.123453,66.023483,-1.500000,-5.501191,294.974077
11.095,308.599639,66.973520,-1.500000,-8.694067,294.304272
11.126,296.961488,66.976490,1.311541,2.326742,293.727318
11.158,298.739661,64.009329,1.500000,-0.072712,293.146682
11.192,304.014381,66.874183,-1.500000,-5.992318,292.543984
11.232,299.298616,64.881641,-1.500000,-2.056011,291.815518
11.261,299.262924,63.774123,-1.500000,-2.588553,291.284459
11.291,295.295998,62.682019,-0.530541,0.802260,290.746036
11.319,282.028245,62.831438,1.500000,13.536599,290.247518
11.348,283.127031,60.794651,1.500000,11.860677,289.708139
11.378,284.940897,63.623591,1.500000,9.481088,289.179425
11.408,292.044921,68.002613,1.500000,1.795863,288.636247
11.443,298.168036,66.306796,-1.500000,-4.995416,288.011794
11.474,282.899946,70.824846,1.500000,9.669818,287.448378
11.509,293.546913,68.107793,-0.122760,-1.645173,286.824057
11.542,300.633549,69.459893,-1.500000,-9.355114,286.241528
11.573,287.194755,68.153418,1.500000,3.488249,285.685051
11.607,291.732829,66.712739,-0.172733,-1.686529,285.090000
11.638,292.805671,68.313079,-1.500000,-3.357509,284.530993
11.669,292.494547,62.560828,-1.500000,-3.621859,283.993166
11.700,285.895092,67.665497,1.380560,2.383861,283.438274
11.735,288.707033,67.521430,0.425181,-1.080823,282.828234
11.768,290.926282,66.808712,-1.500000,-3.924080,282.245049
11.801,276.894861,70.077315,1.500000,9.495736,281.673455
11.836,285.175363,65.145551,1.500000,0.561034,281.062053
11.867,295.643664,67.128513,-1.500000,-10.489272,280.518123
11.898,296.917246,70.510950,-1.500000,-12.343836,279.975150
11.930,277.335358,70.891239,1.500000,6.646502,279.422300
11.963,296.822376,65.784839,-1.500000,-13.451951,278.850864
11.998,283.088137,73.318090,-1.500000,-0.356936,278.253459
12.030,275.200259,67.777964,1.500000,6.940596,277.701733
12.250,271.818163,63.888711,1.500000,6.319070,273.960031
12.279,273.823850,65.703910,1.500000,3.795339,273.475877
12.308,279.781474,64.285881,-1.500000,-2.679122,272.992853
12.341,279.244011,67.937592,-1.500000,-2.719505,272.452810
12.367,275.780079,61.882497,-1.161419,0.280154,272.018910
12.398,268.899175,66.180610,1.500000,6.604367,271.498638
12.431,270.853892,65.350560,1.500000,4.076099,270.962609
12.463,276.774996,69.146692,-1.410500,-2.408640,270.435847
12.494,269.920984,75.030674,1.500000,3.907758,269.933404
12.526,283.449366,62.712576,-1.500000,-10.194779,269.396810
12.560,268.034033,72.287137,1.500000,4.638066,268.852429
12.596,276.385487,64.227702,-1.500000,-4.331050,268.275175
12.630,271.629407,68.452079,-1.500000,-0.165886,267.722917
12.662,270.571323,62.129498,-1.078685,0.348624,267.214903
12.695,266.556205,64.869160,1.500000,3.800047,266.688087
12.726,266.917255,72.567660,1.500000,2.899436,266.183823
12.758,272.843766,70.825476,-1.500000,-3.570411,265.676033
12.790,263.319589,66.877256,1.500000,5.415000,265.172512
12.821,269.428193,71.555033,0.401670,-1.211161,264.688815
12.854,271.838790,62.352565,-1.500000,-4.170131,264.176316
12.890,264.631229,70.887900,1.219861,2.442462,263.620272
12.928,263.958739,71.172878,1.500000,2.488049,263.034381
12.958,272.801127,60.825675,-1.500000,-6.849727,262.571402
12.991,263.545630,66.975368,0.390099,1.866418,262.067334
13.023,270.164486,71.330235,-1.500000,-5.275619,261.578381
13.052,260.208495,68.894809,1.500000,4.200312,261.129727
13.087,264.711407,72.511406,0.836401,-0.851384,260.616844
13.119,273.820672,65.200718,-1.500000,-10.477004,260.134269
13.151,265.495268,65.662231,-1.500000,-2.669662,259.650099
13.186,262.940547,62.738492,-1.500000,-0.675321,259.126379
13.218,266.522074,73.797184,-1.500000,-4.753432,258.662282
13.251,254.764962,67.524438,1.500000,6.479512,258.172406
13.282,257.116409,66.245149,1.500000,3.641661,257.717822
13.315,258.570578,72.040157,1.500000,1.688583,257.251553
13.346,259.259651,64.932168,1.500000,0.516683,256.800312
13.377,256.723589,65.678839,1.500000,2.569475,256.348658
13.410,278.011251,69.827000,-1.500000,-19.212040,255.887113
13.446,269.792766,71.480660,-1.500000,-11.545443,255.371329
13.481,262.462934,65.911587,-1.500000,-4.747159,254.874556
13.514,262.869609,70.591453,-1.500000,-5.636758,254.423225
13.545,253.085989,68.691445,1.500000,3.675608,253.982801
13.579,257.065866,66.826120,0.898619,-0.799893,253.519601
13.608,254.057493,63.513685,1.500000,1.778200,253.117470
13.642,257.750206,72.362305,-1.343594,-2.413858,252.650792
13.674,256.659821,62.645372,-1.500000,-1.785061,252.219402
13.706,255.390406,61.889900,-1.500000,-0.971347,251.793513
13.743,248.310683,62.395553,1.500000,5.578330,251.298144
13.776,260.980924,68.237014,-1.500000,-7.551260,250.868845
13.807,244.733213,66.102552,1.500000,8.258492,250.459537
13.838,253.594524,64.090213,0.600631,-1.046504,250.044879
13.868,248.051680,73.159386,1.500000,4.086690,249.662028
13.900,255.284638,64.765078,-1.500000,-3.584382,249.252576
13.930,247.203325,66.458656,1.500000,4.086013,248.868540
13.963,251.281985,68.359754,1.325876,-0.446301,248.444564
13.998,247.863629,64.135105,1.500000,2.504674,248.007760
14.030,265.553683,69.825467,-1.500000,-15.612854,247.608252
14.064,252.809643,68.533021,-1.500000,-3.318743,247.187757
14.099,254.235374,64.729495,-1.500000,-5.208841,246.753769
14.130,251.170432,62.070976,-1.500000,-2.546674,246.377344
14.160,251.243856,68.360853,-1.500000,-3.004092,246.018471
14.190,237.059294,68.626639,1.500000,10.788515,245.652158
14.224,250.082842,65.942397,-1.347296,-2.658582,245.256318
14.254,236.850534,67.677733,1.500000,10.186808,244.894711
14.286,232.102052,70.602580,1.500000,14.536726,244.522223
14.320,244.711192,67.611780,1.500000,1.507132,244.129275
14.354,255.647841,73.088365,-1.500000,-9.849449,243.736815
14.391,245.301183,66.240443,-1.500000,0.051169,243.319954
14.422,239.233713,66.097926,1.500000,5.752517,242.977785
14.453,241.598553,68.748825,1.500000,3.010757,242.625523
14.487,243.726165,68.398040,1.500000,0.485086,242.253506
14.518,246.918261,68.483256,-1.500000,-3.070009,241.914255
14.549,240.078094,64.565163,1.500000,3.406949,241.574807
14.582,238.561543,75.314239,1.500000,4.546348,241.222327
14.613,257.898807,70.012339,-1.500000,-15.140010,240.896071
14.646,248.439150,68.932155,-1.500000,-6.049751,240.550840
14.682,244.696925,71.095572,-1.500000,-2.703573,240.180703
14.716,239.720585,65.095226,0.797622,1.901430,239.833659
14.748,242.845855,68.409012,-0.826673,-1.575678,239.504838
14.786,232.974425,63.645773,1.500000,7.889488,239.125152
14.816,238.681439,66.960642,1.500000,1.861727,238.825388
14.847,243.484211,68.194789,-1.500000,-3.259224,238.528024
14.880,237.281585,69.876280,1.278331,2.601507,238.208497
14.906,249.257670,66.748070,-1.500000,-9.645936,237.954891
14.938,246.456545,68.648640,-1.500000,-7.164234,237.656365
14.967,239.918918,62.356342,-1.500000,-0.925893,237.376659
14.998,230.868234,66.138583,1.500000,7.826184,237.097587
15.030,234.933475,65.305238,1.500000,3.446675,236.803878
15.063,244.649552,67.710144,-1.500000,-6.591780,236.502591
15.098,237.985651,64.122139,-1.500000,-0.261003,236.191260
15.130,231.032405,71.514063,1.500000,6.393231,235.911809
15.162,239.685067,61.163774,-1.227370,-2.559332,235.631528
15.195,231.375883,66.483838,1.500000,5.449448,235.350776
15.226,228.625655,70.465110,1.500000,7.922664,235.091887
15.257,236.048007,65.086244,1.500000,0.222647,234.832386
15.290,235.328411,64.364048,1.500000,0.652014,234.561145
15.323,236.691394,62.349913,0.300877,-0.992327,234.298193
15.356,245.033152,64.922534,-1.500000,-9.618990,234.031927
15.390,237.684132,68.314846,-1.500000,-2.552798,233.767602
15.421,234.008592,70.120552,-0.453540,0.865985,233.527642
15.454,230.301752,65.608840,1.500000,4.304066,233.276466
15.486,231.765898,68.025032,1.500000,2.587666,233.040714
15.526,232.313645,68.037044,1.500000,1.722376,232.743945
15.552,243.191803,72.816205,-1.500000,-9.353558,232.559108
15.586,237.656559,66.541334,-1.500000,-4.074299,232.319870
