time,left,front,u,Xi,desired
1.141,388.707878,66.566175,1.500000,7.930903,383.164157
1.172,385.290072,64.438148,1.500000,11.617684,383.398049
1.205,398.433026,66.523644,0.009773,-1.233241,383.651987
1.238,409.598629,72.900838,-1.500000,-12.111101,383.902198
1.269,425.124780,68.024059,-1.500000,-27.367549,384.136723
1.307,415.567899,66.518346,-1.500000,-17.492158,384.413688
1.337,384.441673,60.416262,1.500000,13.881648,384.628975
1.372,414.546559,63.142943,-1.500000,-15.943502,384.872223
1.405,425.166256,67.383668,-1.500000,-26.293127,385.107069
1.438,391.949088,69.657246,1.500000,7.180194,385.329811
1.468,397.942819,59.245852,1.500000,1.423981,385.536347
1.498,427.975414,69.063262,-1.500000,-28.382063,385.733349
1.527,416.833814,64.141720,-1.500000,-17.020395,385.924712
1.557,428.282486,64.476389,-1.500000,-28.248775,386.116271
1.590,409.490470,66.894835,-1.500000,-9.217875,386.323996
1.623,395.282905,61.820149,1.500000,5.222209,386.526186
1.655,378.944544,61.424656,1.500000,21.786572,386.722709
1.690,407.143393,61.955907,-1.500000,-6.172843,386.930914
1.722,407.323169,71.230243,-1.500000,-6.137848,387.117670
1.753,409.337601,69.008092,-1.500000,-7.945253,387.297693
1.786,373.464927,69.304361,1.500000,28.137265,387.480167
1.816,401.573400,65.795918,1.500000,0.220316,387.646710
1.850,394.541386,69.096409,1.500000,7.463061,387.829954
1.881,399.904232,63.671752,1.500000,2.286847,387.992243
1.913,401.125770,66.861272,1.500000,1.250893,388.153619
1.946,393.536465,70.459731,1.500000,9.033914,388.322069
1.980,424.628428,70.484896,-1.500000,-21.867337,388.487905
2.014,427.256287,63.274601,-1.500000,-24.309869,388.649059
2.046,392.381939,66.925425,1.500000,10.737725,388.799708
2.078,401.611519,64.131448,1.500000,1.669897,388.940362
2.110,405.373955,63.468324,-0.831143,-1.929171,389.082420
2.141,405.657567,68.409949,-1.500000,-2.057308,389.217617
2.173,440.580106,68.785111,-1.500000,-36.826733,389.350759
2.208,410.535174,72.706867,-1.500000,-6.621871,389.489828
2.242,426.881661,64.346905,-1.500000,-22.815006,389.623178
2.277,413.470713,68.610915,-1.500000,-9.252451,389.755010
2.307,398.999256,73.791662,1.500000,5.347276,389.866549
2.341,396.105759,72.480187,1.500000,8.377982,389.985861
2.371,390.169673,64.133309,1.500000,14.433183,390.089440
2.402,400.993263,69.958474,1.500000,3.725966,390.190634
2.433,406.887101,67.237383,-0.981309,-2.053447,390.290134
2.466,414.525754,66.382574,-1.500000,-9.578018,390.389336
2.497,386.089159,68.835104,1.500000,18.965222,390.482070
2.531,392.824564,71.901858,1.500000,12.337487,390.575697
2.564,393.382143,71.563281,1.500000,11.881218,390.663793
2.599,402.773152,70.504973,1.500000,2.593881,390.753942
2.629,421.297821,66.183479,-1.500000,-15.846730,390.827036
2.661,417.057324,69.822203,-1.500000,-11.521744,390.900505
2.693,429.810289,68.289721,-1.500000,-24.195014,390.969804
2.730,424.723866,69.117843,-1.500000,-19.022187,391.044938
2.761,404.834011,68.270164,-0.368570,0.936305,391.104623
2.793,406.843959,70.639467,-1.450164,-1.009053,391.160788
2.821,400.837244,67.182665,1.500000,5.051023,391.207188
2.853,397.517267,64.150907,1.500000,8.428708,391.257370
2.886,396.427937,67.403490,1.500000,9.570677,391.303142
2.918,401.847369,71.538209,1.500000,4.199953,391.345498
2.950,388.277400,66.898752,1.500000,17.812306,391.382353
2.981,430.490558,65.431258,-1.500000,-24.363446,391.414880
3.015,454.715510,69.697677,-1.500000,-48.552395,391.446188
3.049,421.230878,70.612991,-1.500000,-15.037396,391.472593
3.082,441.893429,68.983430,-1.500000,-35.675805,391.493586
3.112,433.375594,66.709494,-1.500000,-27.139429,391.509709
3.145,460.549847,66.615954,-1.500000,-54.298748,391.522694
3.177,433.236438,62.987028,-1.500000,-26.975410,391.531329
3.210,384.129809,67.387731,1.500000,22.136503,391.535924
3.243,415.157108,63.231205,-1.500000,-8.890375,391.536290
3.275,377.678217,69.837710,1.500000,28.584161,391.532503
3.310,405.748167,73.509011,1.500000,0.504252,391.523843
3.342,373.286580,64.571493,1.500000,32.951746,391.511587
3.373,389.694555,63.091966,1.500000,16.525460,391.495666
3.405,404.778645,64.782519,1.500000,1.417736,391.475114
3.438,407.096186,64.864789,0.378008,-0.928495,391.450166
3.469,414.119897,65.550529,-1.500000,-7.984167,391.422374
3.502,393.844816,63.416363,1.500000,12.252499,391.388970
3.533,395.456891,69.329032,1.500000,10.599416,391.353310
3.567,415.935726,63.614629,-1.500000,-9.929145,391.310070
3.602,395.142328,70.796532,1.500000,10.807154,391.260420
3.638,420.602817,71.662145,-1.500000,-14.717597,391.204539
3.672,395.824437,67.985111,1.500000,9.995399,391.147683
3.706,419.192137,69.982901,-1.500000,-13.444118,391.085234
3.738,438.204132,68.265446,-1.500000,-32.527524,391.023137
3.768,412.760132,68.119431,-1.500000,-7.156538,390.959647
3.798,442.533168,69.003706,-1.500000,-37.004369,390.894607
3.829,428.606082,67.741765,-1.500000,-23.162199,390.820768
3.863,403.767210,68.100621,0.411575,1.581943,390.738394
3.894,404.954600,71.535389,1.008359,0.301350,390.657347
3.925,405.792315,72.718075,0.317118,-0.632137,390.574068
3.960,393.727538,67.079852,1.500000,11.319894,390.476028
3.993,400.165023,63.558249,1.500000,4.769834,390.378136
4.025,370.866306,60.778952,1.500000,33.953668,390.278238
4.057,409.449149,63.177576,-1.500000,-4.748747,390.174263
4.090,398.241937,67.429637,1.500000,6.330534,390.063018
4.122,426.786318,66.555397,-1.500000,-22.340764,389.952656
4.153,421.157464,62.863842,-1.500000,-16.839631,389.841594
4.186,400.915722,68.166956,1.500000,3.261712,389.719508
4.221,417.382430,60.666149,-1.500000,-13.360353,389.584415
4.253,405.004898,65.771800,-1.500000,-1.132134,389.454578
4.290,411.786497,67.907334,-1.500000,-8.087764,389.303246
4.321,378.352782,68.194156,1.500000,25.190362,389.167951
4.656,382.751896,67.052109,1.500000,18.875356,387.501959
4.690,404.868015,67.621470,-1.500000,-3.465735,387.306330
4.720,373.774818,73.330347,1.500000,27.428233,387.133087
4.750,419.719894,59.369736,-1.500000,-18.718423,386.957800
4.778,393.425256,66.016935,1.500000,7.378397,386.785786
4.807,411.884323,66.354607,-1.500000,-11.284409,386.608620
4.837,386.349001,65.442780,1.500000,14.033783,386.419812
4.869,404.403946,70.832223,-1.500000,-4.253443,386.217829
4.900,388.740817,69.727022,1.500000,11.172665,386.011724
4.934,393.832530,69.932568,1.500000,5.826740,385.790670
4.969,382.323807,63.370912,1.500000,17.061203,385.552183
5.005,392.852306,62.755832,1.500000,6.244848,385.301873
5.033,408.493587,72.062679,-1.500000,-9.618647,385.108643
5.067,407.802466,71.624031,-1.500000,-9.207163,384.865481
5.098,402.016120,67.058972,-1.500000,-3.679022,384.640955
5.129,389.867515,69.878789,1.500000,8.205237,384.411089
5.161,409.416715,65.557260,-1.500000,-11.619079,384.171857
5.193,394.737018,70.240070,1.496758,2.782274,383.929820
5.226,403.730191,60.508219,-1.500000,-6.505189,383.673915
5.259,394.753742,67.860392,0.758888,2.171296,383.413077
5.297,424.571073,73.269289,-1.500000,-27.988107,383.115622
5.332,413.133233,66.162314,-1.500000,-16.876281,382.832132
5.363,381.796453,64.317705,1.500000,14.167214,382.577102
5.396,402.522786,70.371417,-1.500000,-6.881836,382.296478
5.429,403.302641,73.903757,-1.500000,-7.981383,382.018486
5.460,396.200029,68.485336,-1.500000,-1.185688,381.751601
5.493,373.665590,69.249298,1.500000,21.023895,381.469118
5.524,368.127024,63.390914,1.500000,26.248602,381.196196
5.558,384.107719,68.085190,1.500000,9.920447,380.894057
5.590,381.672521,63.170049,1.500000,12.018550,380.600931
5.624,379.950430,63.694798,1.500000,13.379192,380.286628
5.659,400.804523,69.305669,-1.500000,-7.842811,379.966706
5.716,394.130067,68.385575,-1.500000,-1.789666,379.426436
5.750,377.482132,69.902606,1.500000,14.484905,379.101772
5.780,382.544740,61.495680,1.500000,9.089350,378.812253
5.809,394.168147,60.425840,-1.500000,-2.865894,378.523699
5.837,397.141518,62.430037,-1.500000,-6.162513,378.242613
5.868,382.194676,62.378014,1.500000,8.430587,377.935011
5.897,388.070903,64.547080,1.500000,2.219433,377.643771
5.929,403.261470,63.015256,-1.500000,-13.348375,377.315735
5.962,392.916670,69.897180,-1.500000,-3.400786,376.970335
5.993,386.247550,67.808067,1.500000,2.903240,376.652862
6.026,363.714851,69.707768,1.500000,25.035924,376.305021
6.059,396.041476,68.144225,-1.500000,-7.699109,375.949885
6.093,398.141899,71.960542,-1.500000,-10.219347,375.584827
6.126,393.986421,58.648545,-1.500000,-6.476128,375.226342
6.157,374.424571,66.856973,1.500000,12.685251,374.878106
6.189,392.655407,70.859763,-1.500000,-5.954277,374.522722
6.222,380.023274,70.349203,1.500000,6.253041,374.153317
6.257,388.377240,66.667289,-1.223783,-2.556364,373.757284
6.291,363.901443,66.501992,1.500000,21.474810,373.370655
6.322,371.201391,71.398396,1.500000,13.764400,373.013732
6.353,369.530578,64.756962,1.500000,15.026646,372.658456
6.385,384.322772,70.710659,1.253724,-0.203764,372.277398
6.417,388.209187,69.690098,-1.500000,-4.519627,371.903966
6.450,388.513614,65.962375,-1.500000,-5.275042,371.511802
6.485,397.159663,67.199927,-1.500000,-14.412781,371.084245
6.517,382.455793,68.059780,-1.500000,-0.146496,370.703736
6.549,369.446949,65.458394,1.500000,12.408319,370.308929
6.580,378.940237,69.127569,1.500000,2.477570,369.928528
6.612,371.836987,71.089246,1.500000,9.112019,369.520875
6.645,390.437995,71.405078,-1.500000,-9.960963,369.110463
6.677,376.871956,63.177513,1.500000,3.140165,368.706192
6.710,379.602976,62.797257,1.500000,-0.077277,368.283216
6.746,392.044314,68.885531,-1.500000,-13.037914,367.831651
6.776,400.575687,68.462119,-1.500000,-22.023687,367.436522
6.807,383.138911,72.182691,-1.500000,-5.053757,367.030569
6.836,379.145737,65.231788,-1.500000,-1.498290,366.649954
6.867,362.820042,69.549131,1.500000,14.356581,366.240542
6.902,353.397832,60.227404,1.500000,23.254627,365.784747
6.934,379.591528,66.404146,-1.500000,-3.442336,365.347124
6.967,373.019763,61.225962,1.311091,2.628619,364.911636
7.001,364.956498,65.990790,1.500000,10.152282,364.442418
7.033,390.898782,72.029215,-1.500000,-16.290223,364.007443
7.066,382.564678,70.470528,-1.500000,-8.476839,363.554643
7.097,391.923187,71.463824,-1.500000,-18.331840,363.122911
7.127,380.658129,62.339843,-1.500000,-7.539714,362.711665
7.157,372.172920,67.035018,-0.951232,0.454103,362.284368
7.189,355.255510,69.891487,1.500000,16.865264,361.844151
7.221,365.529555,68.754086,1.500000,6.054864,361.377756
7.255,345.928314,69.323231,1.500000,25.107071,360.900335
7.289,377.861899,65.373669,-1.500000,-7.385338,360.414401
7.321,343.238338,70.725246,1.500000,26.703428,359.949361
7.353,369.931746,68.936925,1.238669,-0.518472,359.489803
7.385,352.010147,67.231570,1.500000,16.853423,359.011800
7.415,384.571073,69.016489,-1.500000,-16.206861,358.577576
7.449,359.987372,71.683153,1.500000,7.807001,358.082063
7.481,369.803849,67.276062,-1.225744,-2.557987,357.605097
7.514,360.931148,65.314807,1.500000,5.753454,357.117045
7.549,377.971844,72.061535,-1.500000,-11.904603,356.580210
7.583,374.540058,66.330656,-1.500000,-9.049645,356.078620
7.612,362.608309,64.561936,1.363065,2.369382,355.632775
7.645,382.096133,64.880677,-1.500000,-17.701144,355.126077
7.674,366.132090,65.553451,-1.500000,-2.241748,354.687254
7.705,357.313668,67.254697,1.500000,6.021005,354.204064
7.737,372.787415,69.207277,-1.500000,-10.014672,353.715429
7.769,358.698018,65.471881,1.500000,3.505679,353.220606
7.801,360.669415,67.505182,1.500000,0.955789,352.717568
7.838,370.804778,71.323327,-1.500000,-9.837807,352.145192
7.875,368.407324,68.364637,-1.500000,-8.110411,351.562533
7.907,356.672096,68.065138,1.500000,3.030975,351.046148
7.937,361.113649,62.063477,-0.483128,-1.943408,350.582818
7.966,352.136882,66.039126,1.500000,6.486629,350.107401
8.001,360.861428,62.800461,-1.500000,-2.884665,349.545011
8.033,366.166228,69.616735,-1.500000,-8.780178,349.031347
8.069,338.902734,60.069605,1.500000,17.815062,348.450258
8.102,359.434765,65.530020,-1.500000,-3.320769,347.925213
8.134,361.814603,67.824379,-1.500000,-6.302012,347.402253
8.166,342.678375,67.456461,1.500000,12.230583,346.877355
8.197,353.377744,62.245015,1.500000,0.943080,346.365934
8.229,332.261780,66.210380,1.500000,21.461180,345.846052
8.260,344.462568,71.381641,1.500000,8.671906,345.334325
8.293,352.435725,63.891971,1.500000,0.071711,344.789075
8.324,362.560060,69.950981,-1.500000,-10.653220,344.266817
8.359,351.137851,66.717738,-1.500000,0.090590,343.676906
8.393,347.794037,68.452411,1.500000,2.790883,343.117322
8.426,349.629139,68.112257,1.500000,0.320068,342.564528
8.457,363.394528,67.345834,-1.500000,-14.057685,342.032038
8.489,366.193662,72.432854,-1.500000,-17.471598,341.497447
8.522,341.210927,64.559439,1.500000,6.860693,340.931843
8.554,357.155452,69.792942,-1.500000,-9.711628,340.385934
8.585,357.414129,69.196598,-1.500000,-10.588599,339.848287
8.619,358.737085,64.359879,-1.500000,-12.570286,339.275477
8.652,338.653623,64.468398,1.500000,6.855153,338.703283
8.686,361.262692,65.370819,-1.500000,-16.423013,338.121460
8.718,322.874983,68.354427,1.500000,21.330214,337.569736
8.749,339.460477,64.983283,1.500000,4.113633,337.020966
8.780,337.122123,68.660316,1.500000,5.846615,336.494555
8.811,350.999525,64.795553,-1.500000,-8.662966,335.944834
8.845,351.396431,68.799906,-1.500000,-9.731007,335.361238
8.878,338.395478,67.519232,1.500000,2.590351,334.770286
8.911,351.014858,69.082494,-1.500000,-10.677447,334.206445
8.945,346.051471,63.458879,-1.500000,-6.415176,333.596778
8.976,325.301405,67.338692,1.500000,13.704976,333.049026
9.007,328.215842,71.876730,1.500000,10.173790,332.512723
9.041,348.952607,70.596848,-1.500000,-11.260085,331.906541
9.071,331.817809,61.911232,1.500000,5.257716,331.370021
9.105,345.342968,66.953274,-1.500000,-8.967547,330.761236
9.136,338.264904,70.125831,-1.500000,-2.527358,330.206562
9.170,339.864189,62.770392,-1.500000,-4.820762,329.602980
9.206,324.219571,63.969508,1.500000,10.079232,328.955480
9.237,318.170071,66.759205,1.500000,15.498093,328.407099
9.269,335.676639,68.514079,-1.500000,-2.665798,327.835514
9.301,326.306344,62.405259,1.500000,6.037408,327.255437
9.331,321.107670,67.955589,1.500000,10.611315,326.712161
9.361,340.370927,67.577488,-1.500000,-9.273300,326.171849
9.393,330.790593,67.279999,-1.500000,-0.354641,325.596480
9.426,307.567922,62.527901,1.500000,22.182325,325.000214
9.457,324.418663,64.015995,1.500000,4.680160,324.433759
9.493,324.926744,65.369982,1.500000,3.424997,323.784123
9.527,339.132837,70.070301,-1.500000,-11.492739,323.165303
9.560,319.025957,60.520841,1.500000,7.919890,322.561606
9.590,329.388725,62.201264,-1.500000,-3.066039,322.019727
9.619,334.328284,74.236827,-1.500000,-8.623939,321.482040
9.649,322.851131,64.572783,1.179848,2.217755,320.929466
9.689,326.211975,67.820685,-0.898168,-1.989681,320.193300
9.722,324.951898,70.829891,-1.500000,-1.412158,319.599774
9.755,303.700812,66.677174,1.500000,19.149163,318.999978
9.785,313.983843,63.428917,1.500000,8.227891,318.444986
9.814,325.837847,62.379427,-1.500000,-4.246626,317.905410
9.847,306.496845,71.597066,1.500000,14.399297,317.300992
9.875,323.049731,63.431785,-1.462087,-2.753581,316.779261
9.907,319.468965,66.848669,-1.500000,0.151812,316.191980
9.940,307.050794,68.328468,1.500000,11.867970,315.581533
9.972,309.788518,64.245491,1.500000,8.457016,314.996116
10.004,318.444753,64.279480,0.434378,-0.881844,314.402530
10.042,318.460468,72.087945,-1.500000,-1.691839,313.711851
10.075,320.898972,61.861108,-1.500000,-4.842053,313.092973
10.108,312.387850,66.675927,1.500000,2.977975,312.492022
10.143,312.221776,66.311957,1.500000,2.395421,311.841041
10.175,324.911522,69.536203,-1.500000,-10.970325,311.253214
10.205,320.151056,67.480082,-1.500000,-6.847472,310.698768
10.237,314.680688,65.327062,-1.500000,-2.057183,310.107396
10.267,296.966274,68.239055,1.500000,15.015408,309.549289
10.301,305.233207,70.338425,1.500000,6.021033,308.916731
10.333,320.851358,66.970045,-1.500000,-10.278843,308.323926
10.366,308.916038,68.804549,-0.701224,0.963254,307.721124
10.401,305.435808,64.335682,1.500000,3.685622,307.062113
10.434,302.362280,67.919971,1.500000,6.070010,306.462861
10.466,313.401188,68.127810,-1.500000,-5.654151,305.866989
10.499,316.024161,68.988612,-1.500000,-8.970164,305.264345
10.526,295.875904,66.059778,1.500000,10.585627,304.749157
10.557,298.910560,64.935543,1.500000,6.904282,304.186819
10.590,302.397133,76.889584,1.500000,2.714361,303.575213
10.622,307.399128,60.568929,-1.500000,-2.972830,302.979390
10.657,312.609718,66.559488,-1.500000,-8.912541,302.345372
10.693,302.567418,65.603785,-1.066970,0.358319,301.674554
10.727,296.826278,69.568795,1.500000,5.373867,301.043604
10.759,296.166445,68.039651,1.500000,5.350903,300.449867
10.794,295.391828,71.368268,1.500000,5.403261,299.821817
10.827,299.808487,68.949928,1.500000,0.282583,299.209626
10.857,308.772623,68.056104,-1.500000,-9.320657,298.653883
10.889,312.250384,66.359092,-1.500000,-13.463398,298.075640
10.919,305.660301,69.507099,-1.500000,-7.523434,297.510318
10.953,302.500824,73.192415,-1.500000,-5.071169,296.895352
10.984,285.395351,68.420518,1.500000,11.371897,296.319345
11.017,305.282860,66.953323,-1.500000,-9.195707,295.727959
11.054,292.030050,67.665029,1.500000,3.284926,295.056501
11.085,287.506001,66.146839,1.500000,7.143103,294.477482
11.117,308.272498,67.114484,-1.500000,-14.290599,293.897304
11.150,298.591479,67.719848,-1.500000,-5.302475,293.294785
11.192,289.469507,71.309938,1.500000,2.940794,292.530697
11.220,289.105576,68.861713,1.500000,2.731006,292.031811
11.249,301.770775,69.400876,-1.500000,-10.549061,291.497142
11.277,298.097560,64.249225,-1.500000,-7.455523,290.993075
11.307,291.383906,69.257377,-1.500000,-1.366367,290.450034
11.337,284.477219,64.852771,1.500000,4.934155,289.922934
11.367,285.323635,60.713108,1.500000,3.461557,289.378428
11.402,287.573663,67.932872,1.500000,0.490288,288.751261
11.433,299.428452,66.469188,-1.500000,-12.012533,288.187756
11.468,288.112890,64.392969,-1.500000,-1.416381,287.562181
11.501,277.917232,69.191601,1.500000,8.107573,286.978091
11.532,275.822523,69.638007,1.500000,9.560033,286.419614
11.566,283.977583,71.799216,1.500000,0.718539,285.822715
11.597,291.285658,65.626572,-1.500000,-7.233423,285.262813
11.627,292.304999,75.215183,-1.500000,-8.873605,284.722952
11.659,289.817787,66.423828,-1.500000,-7.026200,284.166597
11.694,282.670303,64.219084,-1.500000,-0.582371,283.554723
11.727,278.120695,61.708106,1.500000,3.293155,282.968566
11.760,278.098455,71.940674,1.500000,2.656949,282.396004
11.794,283.140975,65.067698,-1.500000,-3.090403,281.783106
11.826,270.767363,65.053241,1.500000,8.656082,281.237778
11.857,265.163289,67.751399,1.500000,13.632737,280.692196
11.889,275.605480,69.979104,1.500000,2.553187,280.137971
11.922,281.651336,68.867584,-1.500000,-4.152986,279.563783
11.957,290.003269,68.367246,-1.500000,-13.194252,278.964362
11.989,277.117521,70.399834,-1.500000,-0.945317,278.410612
12.209,270.266164,65.292294,0.417017,1.586446,274.654444
12.238,274.993252,66.241296,-1.500000,-3.699477,274.168500
12.267,270.032321,69.711534,-0.883315,0.703448,273.683277
12.299,262.618783,67.726422,1.500000,7.492658,273.140383
12.326,263.960115,70.790374,1.500000,5.650561,272.704935
12.357,269.960850,66.452231,0.350554,-0.951215,272.182291
12.389,263.132187,67.584553,1.500000,5.258261,271.643868
12.422,270.470888,65.934089,-1.500000,-2.690254,271.113594
12.452,270.109623,63.368606,-1.500000,-2.907996,270.610111
12.485,264.860460,67.375411,0.579600,1.720998,270.070832
12.519,268.977449,68.672027,-1.500000,-3.026651,269.522433
12.555,255.372654,64.957527,1.500000,9.901504,268.934051
12.589,257.182291,64.632994,1.500000,7.463573,268.387707
12.620,265.961402,67.952386,-0.798941,-1.902522,267.877287
12.655,265.217119,71.332022,-1.500000,-1.788642,267.329111
12.685,262.670352,75.744409,-1.348443,0.196008,266.840313
12.717,258.132882,69.795582,1.500000,4.146059,266.329514
12.749,261.385770,64.216998,1.500000,0.311410,265.823635
12.780,266.627675,66.308953,-1.500000,-5.490097,265.337024
12.813,253.541919,70.601044,1.500000,7.002515,264.821247
12.849,260.376694,65.103965,1.291180,-0.475015,264.262330
12.887,262.977812,69.025097,-1.500000,-3.754935,263.672067
12.917,253.525469,65.769289,1.500000,5.162373,263.206819
12.950,261.565120,66.690349,-1.500000,-3.463084,262.697422
12.982,252.886549,67.081173,1.500000,4.652034,262.207463
13.011,257.203093,69.544642,1.500000,-0.184262,261.755505
13.045,266.886794,63.762435,-1.500000,-10.460494,261.240261
13.078,259.398542,72.141891,-1.500000,-3.539384,260.747094
13.110,261.596616,66.644389,-1.500000,-6.289579,260.266989
13.145,256.458144,64.295026,-1.500000,-1.757731,259.739490
13.177,252.495872,66.141828,0.515486,1.667938,259.272878
13.210,251.313105,69.927582,1.500000,2.282338,258.778646
13.241,254.505681,71.720633,-0.115996,-1.436515,258.321015
13.273,252.971540,59.094622,-0.847352,-0.442500,257.851339
13.305,253.723502,66.116741,-1.500000,-1.718094,257.396007
13.336,242.920958,61.779658,1.500000,8.561959,256.941667
13.368,247.159976,66.832414,1.500000,3.788335,256.476792
13.405,253.296340,68.528720,-1.500000,-2.946400,255.956469
13.440,246.585724,75.161989,1.500000,3.188462,255.455814
13.472,245.631790,68.519056,1.500000,3.619073,255.000750
13.504,252.019355,69.539600,-1.500000,-3.279584,254.556323
13.538,247.144277,63.710121,-0.585437,1.059079,254.089875
13.567,238.560582,68.612539,1.500000,9.176618,253.684522
13.601,244.769799,68.368125,1.500000,2.426073,253.213801
13.633,250.458455,71.807448,-1.500000,-3.762896,252.778746
13.665,250.432645,72.849895,-1.500000,-4.231118,252.349154
13.702,251.163450,73.145883,-1.500000,-5.537738,251.848446
13.734,239.216718,68.770719,1.500000,5.910532,251.415000
13.765,243.712349,67.252042,1.500000,0.940566,251.002535
13.797,246.706548,66.692064,-1.500000,-2.534486,250.584401
13.827,237.430512,62.527415,1.500000,6.296796,250.197659
13.858,242.875050,70.581687,1.500000,0.377615,249.784927
13.888,241.792212,64.306737,1.500000,1.014674,249.397292
13.922,254.977872,69.799718,-1.500000,-12.663416,248.969092
13.957,254.786466,67.419297,-1.500000,-12.979617,248.527695
13.989,244.531680,64.401712,-1.500000,-3.189343,248.123772
14.023,240.553930,66.363449,-1.137879,0.299636,247.698753
14.058,240.418340,61.930913,-1.173068,-0.065555,247.263292
14.089,238.252377,65.387141,0.828846,1.660251,246.880546
14.119,233.142134,68.179943,1.500000,6.353417,246.517870
14.149,235.088537,69.563929,1.500000,3.981911,246.148216
14.182,233.833494,64.806369,1.500000,4.776023,245.747407
14.213,246.257293,70.957783,-1.500000,-8.068033,245.381965
14.245,240.292230,66.845332,-1.500000,-2.536091,245.005339
14.279,231.993587,75.258885,1.500000,5.304874,244.607358
14.313,243.700671,70.096991,-1.500000,-6.858302,244.210756
14.350,239.879491,63.804409,-1.500000,-3.522133,243.789007
14.380,232.565498,70.421749,1.500000,3.393188,243.442336
14.412,227.911791,58.795389,1.500000,7.636833,243.085760
14.446,231.290008,66.210117,1.500000,3.825443,242.709088
14.477,250.719564,66.342372,-1.500000,-15.999155,242.365573
14.508,243.599558,72.756110,-1.500000,-9.273799,242.022399
14.541,234.181622,65.256231,-1.500000,-0.266544,241.665286
14.572,234.937352,66.935594,-1.500000,-1.402495,241.334658
14.605,223.676124,65.188262,1.500000,9.456361,240.984770
14.640,221.354175,70.636145,1.500000,11.346797,240.609540
14.674,229.460274,65.900078,1.500000,2.836132,240.257744
14.707,232.897961,62.956311,0.309405,-0.985270,239.924079
14.745,234.336626,65.354517,-1.500000,-2.866911,239.538882
14.775,233.478432,70.788239,-1.500000,-2.358356,239.234849
14.805,219.551046,63.019679,1.500000,11.222158,238.933220
14.838,221.735028,65.368352,1.500000,8.664725,238.608481
14.865,225.455610,67.834713,1.500000,4.648424,238.351334
14.896,243.073913,66.898171,-1.500000,-13.318447,238.048231
14.926,235.669384,67.531481,-1.500000,-6.240750,237.764030
14.956,225.710301,59.900507,1.500000,3.392273,237.480499
14.988,222.924755,70.800235,1.500000,5.834450,237.181917
15.022,232.520675,68.486359,-1.500000,-4.113690,236.875640
15.057,229.402573,67.598479,-1.500000,-1.359685,236.559033
15.089,229.262751,66.632849,-1.500000,-1.546526,236.274978
15.121,225.693095,72.095943,0.542258,1.690094,235.985382
15.154,223.633931,70.364185,1.500000,3.425561,235.703907
15.185,229.706606,69.255332,-1.500000,-2.949727,235.440764
15.216,220.208765,68.770285,1.500000,6.244057,235.176367
15.249,226.992415,62.347891,0.829376,-0.857198,234.900188
15.281,218.470495,69.624727,1.500000,7.356440,234.632118
15.315,220.316037,64.442351,1.500000,5.198956,234.360863
15.349,229.278095,66.616132,-1.500000,-4.073234,234.091183
15.380,227.426208,66.096788,-1.500000,-2.502625,233.846593
15.413,226.336757,64.853486,-1.500000,-1.708211,233.590041
15.445,221.307101,58.862081,1.500000,3.044613,233.349316
15.485,225.651231,70.395672,-0.127042,-1.648716,233.045665
15.511,227.964333,68.090043,-1.500000,-4.177497,232.858119
15.545,222.245279,71.690355,-0.145773,1.259014,232.612429
